provider,document,version,is_companion,publication_date,date_source,currently_hosted,retrieved_from,retrieval_url,wayback_capture_timestamp,local_filename,sha256,txt_filename,revision_account_exists,revision_account_filename,revision_account_source,saferai_quote_check,notes
Anthropic,RSP Noncompliance Reporting and Anti-Retaliation Policy,final-2025-12-04,yes,2025-12-04,file name '(Final 2025.12.04)' and PDF CreationDate D:20251204231929Z; no date in the document body,yes,provider,https://www-cdn.anthropic.com/fcf136d0f2204e2184f73c6bd082bea27f2d631b/RSP%20Noncompliance%20Reporting%20and%20Anti-Retaliation%20Policy%20(Final%202025.12.04).pdf,,documents/anthropic_rsp-noncompliance-policy_final-2025-12-04_2025-12-04.pdf,94f403892f1461d533b31a8233b135cbc455f0f070560eb77f42272c58199075,documents/anthropic_rsp-noncompliance-policy_final-2025-12-04_2025-12-04.txt,na,changelogs/anthropic_rsp-noncompliance-policy_final-2025-12-04_2025-12-04_revision-account.md,,na,"8-page PDF, still served (HTTP 200) but no longer linked from the RSP page; linked from /rsp-updates by 2026-02-20 per the reconnaissance record. No Wayback capture exists (CDX prefix query returned 0 rows per reconnaissance). Date conflict: file name 2025-12-04 versus RSP page entry of March 24, 2026 saying the successor policy was 'released internally in February 2026'."
Anthropic,RSP Noncompliance Reporting and Anti-Retaliation Policy,mar-2026,yes,2026-03-24,"RSP page entry dated March 24, 2026 ('We posted an update to our RSP Noncompliance Reporting and Anti-Retaliation Policy, which we released internally in February 2026'); no date in the document body",yes,provider,https://www-cdn.anthropic.com/b7a5629e40b391b2adfb4cc8c0888ac9d6bfddf6/RSP%20Noncompliance%20Reporting%20and%20Anti-Retaliation%20Policy.pdf,,documents/anthropic_rsp-noncompliance-policy_mar-2026_2026-03-24.pdf,13eb470a35614ee286e5cc846f8776bf8b4f913555d7d7688e1810ce3c7a0782,documents/anthropic_rsp-noncompliance-policy_mar-2026_2026-03-24.txt,yes,changelogs/anthropic_rsp-noncompliance-policy_mar-2026_2026-03-24_revision-account.md,version-history entry; https://www.anthropic.com/responsible-scaling-policy,na,9-page PDF linked from the RSP page. PDF metadata title 'RSP Noncompliance Reporting and Anti-Retaliation Policy v 3.3 [REDACTED]' while the body refers to RSP 'Version 3.0'. No Wayback capture found by reconnaissance. Publication date is the posting date; internal release February 2026 per the page entry.
Anthropic,Anthropic's Frontier Safety Roadmap,feb-2026,yes,2026-02-24,"first Wayback capture 20260224225537 (introduced with RSP v3.0 on February 24, 2026); page heading reads 'Our goals as of February 19th, 2026'",no,wayback,https://web.archive.org/web/20260224225537id_/https://www.anthropic.com/responsible-scaling-policy/roadmap,20260224225537,documents/anthropic_frontier-safety-roadmap_feb-2026_2026-02-24.html,bf57607b70285f4db8a5056d77f2cf81ad679c5da55cfbe100142212f638e723,documents/anthropic_frontier-safety-roadmap_feb-2026_2026-02-24.txt,na,changelogs/anthropic_frontier-safety-roadmap_feb-2026_2026-02-24_revision-account.md,announcement post; https://www.anthropic.com/news/responsible-scaling-policy-v3 | version-history entry; https://www.anthropic.com/responsible-scaling-policy,na,HTML page saved from Wayback (id_ raw capture). This text state is no longer live: the live page differs (see next row). Neighbouring-capture check not completed: the Wayback CDX API returned HTTP 429 and proxy 502 errors on three attempts (see log); the reconnaissance record reports 20260224225537 as the earliest capture and 15 distinct-digest captures to June 2026.
Anthropic,Anthropic's Frontier Safety Roadmap,jul-2026,yes,2026-07-29,"page 'Updates' section: latest dated entry 'July 29, 2026'; page heading 'Our goals as of July 10th, 2026'; fetched live 2026-09-02",yes,provider,https://www.anthropic.com/responsible-scaling-policy/roadmap,,documents/anthropic_frontier-safety-roadmap_jul-2026_2026-07-29.html,681a531ddb31d1af523229545e0f30d2fd605f7aad2f3b50c85448dec08977f4,documents/anthropic_frontier-safety-roadmap_jul-2026_2026-07-29.txt,yes,changelogs/anthropic_frontier-safety-roadmap_jul-2026_2026-07-29_revision-account.md,version-history entry; https://www.anthropic.com/responsible-scaling-policy | in-document 'Updates' section; https://www.anthropic.com/responsible-scaling-policy/roadmap,na,"Live HTML page. Differs from the 2026-02-24 capture: adds an 'Updates' section with dated entries (April 2, May 5, July 8, July 10, July 29, 2026), replaces the 'Launching moonshot R&D projects' goal with current projects, removes 'Principles for data retention', replaces 'A roadmap for policymakers' with an update note, and changes the Constitution-update wording. The page links an archive of previous goals at https://www.anthropic.com/responsible-scaling-policy/updates (not collected). Not a silent variant: the changes are documented on the page."
OpenAI,Preparedness Framework (Beta),beta,no,2023-12-18,"PDF title page: 'December 18, 2023 / Preparedness Framework (Beta)'; announcement page 'Updated December 18, 2023'; Wayback first capture 20231218195930",yes,provider,https://cdn.openai.com/openai-preparedness-framework-beta.pdf,,documents/openai_preparedness-framework_beta_2023-12-18.pdf,c84e3a59c7dab251e45434e0b0d3e8abadcea7293f995cf92d32269e7d290398,documents/openai_preparedness-framework_beta_2023-12-18.txt,na,changelogs/openai_preparedness-framework_beta_2023-12-18_revision-account.md,none (first version); announcement page https://openai.com/safety/preparedness via Wayback 20231218182454 copied into the file,na,"First version. Live file (27448530 bytes) is byte-identical to the Wayback capture 20231218195930 (sha256 match). Wayback shows a single content digest M5QF4Z2DYODK7GEPXCHYTDGV3RJF2NNQ across the three following captures (20231218203231, 20231218214135, 20231219022320) and per recon through 2025; no silent variant. PDF has no embedded CreationDate metadata. Announcement page openai.com/safety/preparedness is no longer hosted (redirects to openai.com/safety/); read via Wayback. Document title as printed: 'Preparedness Framework (Beta)'."
OpenAI,Preparedness Framework,v2,no,2025-04-15,"PDF title page: 'Version 2. Last updated: 15th April, 2025'; PDF CreationDate 2025-04-15T16:32:41Z; announcement post dated April 15, 2025; Wayback first capture 20250415191354",no,wayback,https://web.archive.org/web/20250415191354id_/https://cdn.openai.com/pdf/18a02b5d-6b67-4cec-ab64-68cdfbddebcd/preparedness-framework-v2.pdf,20250415191354,documents/openai_preparedness-framework_v2_2025-04-15.pdf,432de80c72d039f2e93c70c481af916616676a31b867b7113f1874e5763ccac3,documents/openai_preparedness-framework_v2_2025-04-15.txt,yes,changelogs/openai_preparedness-framework_v2_2025-04-15_revision-account.md,"in-document changelog: Appendix A 'Change log', PDF pp.15-16 (printed 14-15), https://cdn.openai.com/pdf/18a02b5d-6b67-4cec-ab64-68cdfbddebcd/preparedness-framework-v2.pdf; announcement post: https://openai.com/index/updating-our-preparedness-framework/ (Wayback 20250416173732)",na,"ORIGINAL 15 April 2025 file (170525 bytes). currently_hosted=no refers to these exact bytes: the live URL now serves the silently re-uploaded variant (see v2-reupload-20250611 row). Neighbour captures 20250416104253, 20250419215914, 20250423231221 share digest XL3NESO2Y74VJT7AMP7U32JNG2LPPK2B with this capture; no earlier capture exists. Identifier conflict: document says 'Version 2'; METR lists 'v2.0'; commentators write '2.0'. Date conflict for the URL as a whole: printed 15 April 2025 vs later file's CreationDate 2025-04-28 and server Last-Modified 2025-06-09 (recon). Document title as printed: 'Preparedness Framework'."
OpenAI,Preparedness Framework,v2-reupload-20250611,no,2025-04-15,"PDF title page unchanged: 'Version 2. Last updated: 15th April, 2025'; re-upload dated by first Wayback capture showing new bytes (20250611025204); PDF CreationDate 2025-04-28T15:11:25Z; server Last-Modified 2025-06-09 21:27:02 GMT (recon)",yes,provider,https://cdn.openai.com/pdf/18a02b5d-6b67-4cec-ab64-68cdfbddebcd/preparedness-framework-v2.pdf,,documents/openai_preparedness-framework_v2-reupload-20250611_2025-04-15.pdf,fae6e4cc6f7212a010bb9348fc0cde1fe711b9cad426c6a99db97740ee52729b,documents/openai_preparedness-framework_v2-reupload-20250611_2025-04-15.txt,no,changelogs/openai_preparedness-framework_v2-reupload-20250611_2025-04-15_revision-account.md,"none found; checked PDF label and Appendix A, v2 announcement post, FGF PDF and post",na,"SILENT VARIANT of Version 2 served at the same URL with no new label: compared with the 15 April 2025 file, 'e.g.' becomes 'e.g.,' in seven places, one en-dash becomes a hyphen, and a duplicated 'Value alignment' sentence is removed from the 'Lack of Autonomous Capability' bullet in Appendix C (verified by diffing the two text extractions; editorial only, Appendix A unchanged). Live file (170399 bytes) is byte-identical to Wayback capture 20250611025204 (sha256 match). Neighbour captures: 20250519032057, 20250602133650, 20250607005510 still carry the old digest XL3NESO2...; 20250626050142, 20250721042659, 20250721182127 carry the new digest BAJKRRWO..., so the change happened between 2025-06-07 and 2025-06-11. Recon reports a third Wayback digest in 2026 captures that is byte-identical to this file (transfer artefact, not a content change; J2)."
OpenAI,Frontier Governance Framework,2026-05-28,yes,2026-05-28,"Announcement post dated May 28, 2026 (https://openai.com/index/openai-frontier-governance-framework/); no date or version printed in the PDF; PDF server Last-Modified 2026-05-27 (recon); Wayback first capture of PDF 20260529171758",yes,provider,https://cdn.openai.com/pdf/e37d949b-8c9f-4d76-b99e-4272f4631a7e/openai-frontier-governance-framework.pdf,,documents/openai_frontier-governance-framework_2026-05-28_2026-05-28.pdf,33e4e118b24d56786c2292df6ed4d9ec635f8887b22986f98ce3c09896fcfffc,documents/openai_frontier-governance-framework_2026-05-28_2026-05-28.txt,na,changelogs/openai_frontier-governance-framework_2026-05-28_2026-05-28_revision-account.md,none (first edition); FGF passages on the PF relationship and the announcement post (Wayback 20260528180226) copied into the file,na,"COMPANION (J3): treated as a companion rather than a PF successor because the FGF states (PDF p.4, printed 02): 'The PF and FGF together describe OpenAI’s practices, and we will continue to use and evolve the PF to define and operationalize OpenAI’s own approach to managing the most serious risks from advanced AI systems, including in situations where our internal practices go beyond current legal requirements.' Live sha256 matches the recon value for Wayback captures 20260529171758 and 20260616170222. Neighbour captures after 20260529171758 show different digests (20260608044040 T7SO..., 20260616170613 JOXC..., 20260713034530 DMQY...); recon found 20260608044040 to be a 5 MiB truncation and the others byte-identical to the live file, so these are transfer artefacts, not content changes (not re-verified here to limit Wayback load). Date conflict: announcement 2026-05-28 vs server Last-Modified 2026-05-27. Unversioned; version slug is the publication date. Not to be confused with Microsoft's Frontier Governance Framework."
Google DeepMind,Frontier Safety Framework,v1.0,no,2024-05-17,"deepmind.google/frontier-safety page entry and blog dateline May 17, 2024; PDF prints 'Version 1.0' with no date",yes,provider,https://deepmind-media.storage.googleapis.com/DeepMind.com/Blog/introducing-the-frontier-safety-framework/fsf-technical-report.pdf,,documents/google-deepmind_fsf_v1.0_2024-05-17.pdf,3c073cd5c7a0dd03a07d0cc826fd9d5c76801f57441ac37ef6b2163e9261543d,documents/google-deepmind_fsf_v1.0_2024-05-17.txt,na,changelogs/google-deepmind_fsf_v1.0_2024-05-17_revision-account.md,announcement post https://deepmind.google/blog/introducing-the-frontier-safety-framework/,na,"7 pages. Live file (deepmind-media.storage.googleapis.com host) sha256 identical to Wayback capture 20240517140902 of https://storage.googleapis.com/deepmind-media/DeepMind.com/Blog/introducing-the-frontier-safety-framework/fsf-technical-report.pdf. neighbour captures before: none; after: 20240517141131 5CZVKYLA, 20240517201745 5CZVKYLA, 20240521161934 5CZVKYLA (single digest). SaferAI check not applicable to FSF 1.0."
Google DeepMind,Frontier Safety Framework,v2.0,no,2025-02-04,"cover: '4th February 2025'; blog dateline February 4, 2025",no,wayback,https://web.archive.org/web/20250205011727id_/https://storage.googleapis.com/deepmind-media/DeepMind.com/Blog/updating-the-frontier-safety-framework/Frontier%20Safety%20Framework%202.0.pdf,20250205011727,documents/google-deepmind_fsf_v2.0_2025-02-04.pdf,f82534b5f9c26a700340706d8ebac7b34bbb492354465d24226bf94eb7ddd16c,documents/google-deepmind_fsf_v2.0_2025-02-04.txt,yes,changelogs/google-deepmind_fsf_v2.0_2025-02-04_revision-account.md,announcement post https://deepmind.google/blog/updating-the-frontier-safety-framework/ (live; earliest capture 20250205021259 of the /discover/blog/ URL),pass,"Three text variants of 'Version 2.0' exist (J1). This row is the 5 February 2025 file. Document dated '4th February 2025' on the cover. Live URL now serves the 21 March 2025 corrected file (sha256 14a48e4ef052...), so this variant is taken from Wayback. neighbour captures before: none; after: 20250205021314 7FSXTJFC, 20250328105532 CANPYOST, 20250417020603 CANPYOST. A 404 capture exists at 20250205124328. SaferAI phrase found on page 6, printed as 'substantially accelerating (e.g. 2x) from 2020-2024 rates'."
Google DeepMind,Frontier Safety Framework,v2.0-reupload-20250213,no,2025-02-04,"cover: '4th February 2025'; blog dateline February 4, 2025",no,wayback,https://web.archive.org/web/20250213011843id_/https://storage.googleapis.com/deepmind-media/DeepMind.com/Blog/updating-the-frontier-safety-framework/Frontier%20Safety%20Framework%202.0%20(1).pdf,20250213011843,documents/google-deepmind_fsf_v2.0-reupload-20250213_2025-02-04.pdf,5d66eec33b473462d5d536674b2ef2f3ee2492ff71a2721dc2cf9fad4f4d2a84,documents/google-deepmind_fsf_v2.0-reupload-20250213_2025-02-04.txt,yes,changelogs/google-deepmind_fsf_v2.0-reupload-20250213_2025-02-04_revision-account.md,announcement post https://deepmind.google/blog/updating-the-frontier-safety-framework/,pass,"SILENT VARIANT: identical to the 5 February 2025 file except 'Roland Zimmerman' corrected to 'Roland Zimmermann' in the acknowledgements (page 8). Served under a different filename 'Frontier Safety Framework 2.0 (1).pdf' (https://storage.googleapis.com/deepmind-media/DeepMind.com/Blog/updating-the-frontier-safety-framework/Frontier%20Safety%20Framework%202.0%20(1).pdf); which DeepMind page linked it, and when, is not verified (recon deviation). Live URL of that filename not tested; the main URL now serves the 21 March 2025 file. neighbour captures before: none; after: 20250213105753 UTWYKWCP, 20250216105724 UTWYKWCP, 20250328094136 UTWYKWCP (single digest). SaferAI phrase on page 6."
